Symbol,Name,Sector,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings
GVHVI,john  hong black,Health Care,214.3,135.22,6.325768,-13.27,325.8,259.52,91982141383,41350360046,8.340041,121.74,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GVHVI
ODTTW,mite veneers elmo,Health Care,111.02,48.41,5.42047,-16.87,11.05,424.11,9955168302,5916704520,5.164717,57.03,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ODTTW
OCCYJ,trish tongue bottle ,Financials,115.54,180.7,7.811164,12.39,279.9,197.12,61435049847,97044291142,8.679631,43.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OCCYJ
ROECE,teeth mazdarati elmo,Financials,254.89,-18.65,3.507482,-11.64,124.14,312.29,2939154656,2496351385,6.169824,109.46,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROECE
UOTGY,men  voks two,Real Estate,223.31,-28.99,8.03083,-10.16,491.34,35.46,99047868919,74215281503,2.144708,140.75,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UOTGY
ASPMM,cena seattle  priest,Information Technology,145.77,16.61,5.455891,-5.12,225.13,163.78,48840872720,44205955966,1.881695,39.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ASPMM
XEUUC,kermit teeth rummikub,Health Care,54.93,116.89,3.782012,12.49,296.66,79.97,16186470931,31763449263,4.722318,149.74,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XEUUC
IPDVS,oboe rasp red,Energy,269.14,181.94,5.620473,1.38,190.75,368.21,31863201824,23231026301,8.714286,99.5,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IPDVS
ULATC,mercy seattle  elmo,Consumer Staples,108.52,138.85,4.279638,15.8,488.52,299.37,2750636682,24564183208,5.707938,84.64,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ULATC
FULGA,dez wells jimmy,Consumer Discretionary,84.75,114.23,6.169731,-4.16,35.59,406.6,9058282068,19553121417,1.530778,91.57,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FULGA
NGIOK,candle tuba anita,Health Care,187.98,34.62,4.486824,-12.06,490.89,358.53,510320679,52002674859,4.499014,70.68,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NGIOK
TPDID,bottle  straw roll,Energy,16.94,95.48,8.905259,-3.41,42.77,120.21,63109948906,2747527049,4.895425,45.08,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TPDID
EIAGU,spice lash straw,Health Care,199.2,129.41,2.132005,10.08,221.53,372.39,7315952559,58190383924,2.284447,2.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EIAGU
HUCPO,monet remote snoopy,Financials,282.8,117.88,6.480869,0.57,61.43,330.42,5926947033,17469549845,7.589971,71.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HUCPO
LNBJE,dentures king duke,Real Estate,14.75,174.69,4.128904,19.24,415.32,396.74,5841183205,38034462194,2.80483,142.58,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LNBJE
GASEQ,pita moboe nun,Energy,104.62,168.09,3.104914,11.47,211.04,140.25,2055350795,74615970237,3.259769,111.48,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GASEQ
JRMXV,yeet nose jackson,Information Technology,57.51,6.13,8.483693,-13.24,388.36,163.76,7434834953,61613823092,6.081719,19.42,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JRMXV
TBJPU,issa nail veneers,Consumer Discretionary,131.34,69.06,5.102661,-11.29,222.2,309.71,24590926757,75276801491,4.366377,84.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TBJPU
GDLGE,computer jackson sweat,Real Estate,275.19,95.71,7.607334,0.25,319.04,234.22,72441190383,31882524877,7.422072,54.14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GDLGE
TAWRI,flue moboe trish,Materials,210.34,169.45,6.635315,15.72,247.64,345.69,69796998441,24321090751,3.931843,122.06,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TAWRI
IJOGN,wawas water oboe,Information Technology,126.44,166.29,6.382384,-7.85,461.38,427.47,47990817391,22261436254,5.892196,93.11,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IJOGN
IHPGE,flue doga number,Financials,264.95,-29.82,1.113974,-14.9,56.09,9.62,79671764267,43436322595,1.69426,99.42,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IHPGE
WZYNV,mercy truck uncle,Financials,228.26,9.76,1.922369,1.14,319.88,301.53,32794528135,49600370928,8.472444,83.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WZYNV
PJDVM,music jimmy uncle,Consumer Discretionary,20.45,112.43,8.560031,8.17,491.84,305.8,17263184003,48680764422,4.620952,12.72,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PJDVM
CYIKW,lobo peeta flue,Information Technology,19.11,144.33,1.440702,13.3,188.21,386.13,63826102752,83167911777,6.63852,74.46,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CYIKW
RIWTY,male timotee computer,Consumer Discretionary,82.72,35.12,8.027748,8.29,387.31,33.19,50017139376,99373397560,1.860509,169.83,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RIWTY
HRPNC,monopoly monkey red,Financials,58.43,44.86,5.897281,-2.44,441.06,347.46,72500072201,61795970127,5.961779,54.45,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HRPNC
CDEMR,duke timotee blanket,Telecommunication Services,32.34,63.22,8.34984,3.68,454.5,420.4,26596514834,84552764512,7.575255,66.92,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CDEMR
LNFMV,neyaa purple men ,Consumer Discretionary,168.99,27.88,7.998887,5.47,300.35,351.38,14067273645,11140841854,6.311195,173.58,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LNFMV
GUWVH,sink family pajama,Energy,58.68,159.37,7.492017,11.05,475.19,132.87,55993825373,54919383018,8.525311,47.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GUWVH
WSPKW,monopoly vape chips,Consumer Discretionary,54.7,-43.25,7.145313,4.27,42.6,418.16,10233414155,14906096530,1.300125,160.07,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WSPKW
VGORK,jimmy fire oboe,Health Care,17.68,171.73,6.446009,-8.72,294.94,364.54,69723465708,978061798,2.178044,158.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VGORK
XPOBN,roll nett wawas,Consumer Discretionary,62.83,152.01,3.959608,-8.42,59.89,37.99,78739737005,93071105142,4.142784,160.94,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XPOBN
XCPVF,chips red candle,Financials,158.98,45.19,7.672472,0.34,21.17,326.47,1985445518,95067652833,6.240857,85.67,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XCPVF
RSBLM,bread roll betty,Consumer Discretionary,48.58,174.1,6.349799,2.75,310.66,492.63,74114682345,1271972549,6.512231,163.75,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RSBLM
DDFGL,hunger sink straw,Consumer Discretionary,208.17,136.09,2.74602,-3.89,411.76,42.37,79733675971,46249839802,1.786691,135.59,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DDFGL
BDDSW,family flute mamas,Health Care,146.84,-33.72,6.997098,14.09,86.96,382.79,73372028379,15671415892,1.493281,136.87,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BDDSW
HLPPT,wawas libwests jimmy,Information Technology,254.57,160.66,4.430527,-17.04,335.04,495.37,87902003282,68830668971,6.25792,170.38,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HLPPT
DGTLB,crown computer chips,Industrials,46.73,47.37,1.772386,11.67,139.91,498.71,79917200508,68418732110,4.824832,117.6,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DGTLB
AKZNA,chloe family black,Materials,41.9,100.4,7.438647,12.39,341.67,160.67,5624575158,51225460874,3.918565,138.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AKZNA
WXAPW,two chloe remote,Real Estate,75.91,13.73,8.573527,-11.1,330.07,425,34527779888,40550516502,6.228534,161.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WXAPW
KXMSS,kim mango  jack ,Industrials,210.62,153.81,1.58127,9.42,288.7,452.63,52125653137,66393807790,1.060074,71.06,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KXMSS
HDEMI,two sonic bite,Industrials,152.47,116.77,3.203191,-19.99,328.38,183.27,91877462491,61809312713,2.400574,113.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HDEMI
EGIGT,pajama crown tuba,Materials,53.23,25.48,7.111706,-3.67,201.34,317.63,98815616343,58895551066,3.050819,71.03,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EGIGT
AMNDD,sugar lucy water,Health Care,56.52,147.47,4.718438,-12.34,94.4,376.82,75454689763,80651374857,7.627359,138.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMNDD
UFXID,doga cigar bread,Financials,70.62,-8.8,7.282425,-1.21,390.34,193.41,44345182124,78768825459,4.560257,125.04,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UFXID
WJUUK,dez jackson car,Energy,124.89,47.36,2.605545,1.67,404.01,336.92,10304306077,6678822842,5.407652,99.3,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WJUUK
XFMDZ,purple neyaa scott,Consumer Staples,150.24,49.24,1.44206,9.76,8.25,312.38,44407878423,69009429506,7.880936,37.83,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XFMDZ
FPJVA,family trish mother,Industrials,35.43,120.35,4.37048,17.57,182.02,497.69,91562669007,95961154668,1.11535,84.38,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FPJVA
ZEISU,jimmy duke scott,Materials,27.14,13.02,5.896752,-9.53,292.15,293.95,33881268463,2834863292,4.84012,24.94,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZEISU
LJISS,cat reitz water,Information Technology,95.72,69.74,1.363348,-6.49,47.61,200.06,5280133288,99526915118,8.641686,134.6,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LJISS
PJLFJ,wawas courtney black,Consumer Discretionary,25.08,-32.57,6.943817,-13.47,461.13,454.55,5199725279,6836393481,1.930275,176.31,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PJLFJ
MSDJW,chips nett king,Industrials,271.39,-0.69,7.760026,-6.33,107.24,9.33,50180621806,13527889763,8.430215,125.95,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSDJW
ECKUX,bite lobo jimmy,Industrials,272.07,-3.25,6.159359,-12.86,86.27,16.5,41127984237,11427054753,2.153441,133.95,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ECKUX
ALMOH,pajama green  uncle,Health Care,217.82,-40.76,3.550316,5.09,467.4,380.23,24238093996,89667002794,6.878546,175.13,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALMOH
INEPE,scott wheel priest,Consumer Discretionary,82.98,-12.47,1.596814,3.88,74.48,468.67,15641558914,71076538112,7.817183,86.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INEPE
UMMWP,dex courtney lime ,Financials,174.24,91.65,6.538981,-15.9,442.82,70.14,18309562940,1655520930,1.893242,61.3,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UMMWP
FQLWQ,ben kylie  two,Consumer Discretionary,52.45,1.59,8.020396,-9.07,405.78,93.43,33065741999,11100315522,6.511659,76.97,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FQLWQ
YAGCU,jackson cena money,Information Technology,99.92,88.43,8.057134,-1.4,256.44,308.35,19004244938,59157811367,1.233016,22.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=YAGCU
PHQNH,tongue wells iceberg,Financials,295.63,34.79,7.194483,-15.48,220.36,177.98,29167471696,49880933243,4.087326,162.06,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PHQNH
OXEGY,yeet tongue car,Industrials,294.57,-28.39,2.76679,7.44,385.08,68.49,4957508286,11672173554,2.37529,114.28,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OXEGY
JUWXT,wheel john  timotee,Financials,218.05,92.86,8.223456,-3.64,418.02,36.98,4764659392,91466311742,7.857348,54.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JUWXT
ZGGHQ,yellow dez clip,Health Care,284.79,-26.59,2.133402,7.64,117.7,344.02,17615230461,26705986176,7.391054,147.81,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZGGHQ
TJCGK,blanket chloe martsons,Health Care,103.1,2.95,6.880129,-13.99,400.02,333.17,90706608174,42900011949,5.093508,186.61,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TJCGK
RRHZI,father lip bread,Materials,75.64,20.12,4.172126,4.06,75.35,241.5,17410068830,5624495602,7.272234,27.93,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RRHZI
DYVOR,reitz brown monet,Consumer Discretionary,173.54,147.98,5.06205,-3.96,261.65,390.77,10639138448,96976909749,8.005393,86.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DYVOR
TCQAJ,remote issa linus,Industrials,148.47,41.89,1.137331,-8.25,194.54,323.29,94598893564,73167607751,7.821164,17.01,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TCQAJ
JQATX,flute voks nose,Consumer Discretionary,15.6,156.88,4.124942,18.37,49.05,60.71,94066235208,54126542713,7.939094,139.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JQATX
BCLHG,men  seattle  courtney,Information Technology,111.58,29.3,1.624553,5.72,440.65,368.04,66880305444,75980693498,3.108815,20.31,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BCLHG
LYDTF,blueberries fire chloe,Energy,159.92,34.66,3.646152,-17.84,103.09,140.94,60621897363,90666166885,1.556614,3.92,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LYDTF
ESFQP,men  straw two,Health Care,99.94,-41.49,1.568054,-1.46,229.84,221.57,49390238113,78995869578,4.068903,55.17,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ESFQP
OGDJF,black yeast flue,Consumer Discretionary,297.86,192.6,4.042483,-11.24,74.42,267.98,63138512945,50196210991,1.464324,182.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OGDJF
DQBHH,bottle  two cena,Health Care,204.72,188.61,6.3754,-12.83,155.36,356.22,92599484234,74005083575,5.440738,74.65,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DQBHH
DCAVN,mango  chloe courtney,Information Technology,163.68,21.12,3.231379,9.23,382.24,242.96,91434960706,45265465613,6.436818,104.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DCAVN
JPLPH,blue  one tree,Financials,71.83,193.52,4.372969,-8.48,165.59,386.97,5679781759,71207507600,3.459134,199.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JPLPH
EDQBI,mango  might tree,Information Technology,52.41,2.08,1.934223,-10.27,431.02,156.82,22111512456,42826966664,7.751674,184.07,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EDQBI
JAXBC,fire purple sculpture,Financials,111.59,25.35,8.96119,-19.75,499.99,392.12,74174084464,85076954936,6.978819,178.68,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JAXBC
PCWSU,ben bottle  hobo,Financials,95.2,117.89,8.058695,12.28,64.67,457.78,76248344144,38696174872,4.556843,126.76,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PCWSU
BEHGP,dez mercy cena,Financials,28.38,52.16,1.586484,14.06,261.58,290.24,56124983411,6794266781,2.294795,34.18,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BEHGP
ITWKQ,sister candle mobbey,Information Technology,249.08,195.87,7.499554,0.04,369.46,484.58,47489715276,21442881385,3.692807,90.27,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ITWKQ
BSUQA,blue  rasp twenty,Information Technology,19.09,44.85,3.535389,-4.05,216.59,394.45,5917395433,33060766453,5.96183,55.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BSUQA
BSGPS,yellow phone dez,Utilities,190.63,50.32,4.288191,1.45,159.13,80.77,25350136122,60738608605,6.14391,157.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BSGPS
RABRV,sink chloe john ,Health Care,285.1,-29.68,1.996824,6.66,322.21,79.06,36734658994,75143236023,4.030229,168.76,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RABRV
NGIOQ,rick hobo travis,Consumer Discretionary,127.57,69.43,4.476678,-11.04,227.03,207.29,78120533817,65235787969,2.418994,152.28,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NGIOQ
KCOYS,flute yeet ken,Consumer Discretionary,10.43,-1.88,6.310117,6.66,151.8,165.86,10544447355,46653890020,3.289668,55.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KCOYS
QDPHS,intern khloe snoopy,Financials,37.9,-8.2,7.48173,8.4,12.58,2.86,91671932602,39956214384,3.273628,73.35,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QDPHS
RKWXY,martsons ken rick,Health Care,58.51,-10.26,6.047318,8.63,410.29,464.57,39039871991,35313715071,3.375543,63.98,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RKWXY
ZLMHM,water issa jackson,Real Estate,191.98,116.65,7.950915,19.52,111.3,75.74,15150339404,90807873719,1.500419,82.17,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZLMHM
XTKBJ,martsons kong ice,Health Care,10.34,117.73,8.21446,16.22,204.72,269.78,39436214198,13012381587,6.554048,193.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XTKBJ
UIJBU,john  lizard cigar,Industrials,289.44,37.7,1.849617,-18.99,342.74,71,21037774458,36021040492,5.325237,4.98,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UIJBU
GKMDP,mango  sculpture austin,Financials,199.04,-34.87,2.164417,-6.82,216,427.77,97014811497,84928827776,3.388957,1.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GKMDP
YCSKP,cena travis sink,Consumer Discretionary,206.52,-32.16,7.146624,-16.09,89.7,272.07,45661065085,10318960814,1.436729,39.27,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=YCSKP
CTKNI,sonic linus chips,Industrials,4.14,144.09,3.31643,10.38,60.31,440.75,69490854610,53549622779,5.834024,106.9,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTKNI
ZDLOH,seattle  mite money,Consumer Discretionary,239.13,76.42,2.628665,-2.55,451.75,167.61,808841903,59666279713,7.19604,190.21,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZDLOH
UKBTJ,neyaa black travis,Real Estate,51.69,71.21,8.33563,8.06,267.16,96.09,65288466529,18860263471,5.630205,149.24,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UKBTJ
IJOFG,rasp voks anita,Industrials,209.84,6.08,8.390362,-17.46,339.44,433.29,12337792062,74813728441,3.459897,16.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IJOFG
CPNWM,brother moboe a&a,Consumer Staples,226.85,-24.59,8.995675,-2.22,116.76,472.11,87765223807,29839075142,5.071117,190.43,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CPNWM
TGLQD,doga car reitz,Real Estate,15.8,98.53,4.093225,8.11,248,332.45,45645727614,96186076466,1.09902,142.44,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TGLQD
ZHHAO,nose music a&a,Health Care,254.73,104.69,8.620778,17.28,362.48,325.71,55367366087,21963937411,8.17917,188.74,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZHHAO
UGQJK,tongue mercy green ,Consumer Discretionary,157.99,105.39,7.802417,15.81,125.89,59.33,59544733567,49453862686,5.030045,97.27,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UGQJK
WZUZL,basil veneers sister,Information Technology,200.55,-5.84,7.06941,-0.03,170.29,385.4,43925563411,71132370253,2.665421,120.19,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WZUZL
HMKGU,moboe titanic sonic,Consumer Discretionary,129.89,3.31,1.958025,-12.67,27.53,432.54,84221485718,35508112007,6.165173,71.96,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HMKGU
UOIAV,titanic family a&a,Consumer Staples,297.64,33.29,4.357412,10.81,228.04,406.45,12462672911,81755317796,5.052123,156.93,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UOIAV
BYUMU,white doja tongue,Industrials,60.67,-4.55,7.743728,13.61,288.85,248.46,27660029307,19001439114,7.381222,134.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BYUMU
GVCUM,brother one parsley,Energy,149.2,21.17,5.39521,5.11,273.25,127.32,29016622683,56249297139,3.673722,143.23,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GVCUM
XOXKY,doja water vape,Health Care,227.38,124.08,6.707225,-12.92,317.61,229.61,362247138,2538626102,4.382937,10.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XOXKY
OJWBB,rajan libwests sink,Financials,19.7,173.85,1.812083,7.37,357.29,408.63,59171379143,87968926976,1.830031,46.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OJWBB
RLIWD,lizard rick male,Real Estate,106.91,67.85,2.488616,-6.52,69.87,488.52,85851522288,35598447193,8.055904,57.95,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RLIWD
RZVNM,pk pita chocolate,Consumer Staples,197.53,116.9,7.516618,14.86,344.73,208.12,48926790452,25578002037,6.647754,156.03,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RZVNM
WPCKC,sugar mobbey lip,Materials,61.39,-33.55,6.026252,11.04,210.75,387.33,63294770399,35585061000,8.282532,190.84,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WPCKC
CHIPN,computer aunt cigar,Consumer Discretionary,131.82,-43.19,4.421446,5.94,292.31,459.27,55691226532,75221446517,2.925286,194.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHIPN
GNNUN,jackson straw wax,Financials,146.16,101.49,8.409288,5.52,313.96,456.76,74067951903,78007754766,2.456035,106.01,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GNNUN
OTYZL,boat fart dez,Industrials,249.35,-32.47,3.618034,8.94,479.6,396.97,92298624666,39815183993,1.769672,24.68,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OTYZL
AUQQR,timotee fire austin,Health Care,286.06,48.77,7.327187,7.42,311.97,119.81,69350043547,24425825175,4.23157,14.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AUQQR
BJDRX,truck timothy travis,Utilities,166.14,136.21,4.356677,11.61,94.71,95.45,14942904522,369004595,6.351319,107.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BJDRX
YSLFM,blue  kylie  monkey,Information Technology,169.11,99.74,1.442921,-15.48,208.58,77.96,57150299898,16735079285,2.355977,18.63,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=YSLFM
MTQBX,tree hunger brother,Consumer Discretionary,275.21,53.91,2.653314,12.08,66.06,381.15,18429492751,84739793648,6.055359,183.41,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTQBX
TLDGQ,dez anita pk,Energy,277.15,-36.37,2.802391,-18.86,50.17,366.76,29641807482,63028000876,3.253039,39.6,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TLDGQ
HFBOC,rummikub neyaa red,Consumer Discretionary,49.8,90.8,1.632271,17.47,258.96,404.2,59946848071,60862667557,6.868884,174.07,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HFBOC
KFVXQ,aunt tree twenty,Financials,205.86,42.4,3.33386,7.91,274.1,466.82,569213069,62394521242,2.234939,17.75,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KFVXQ
PVHGT,hobo elmo ice,Consumer Staples,288.41,-5.84,3.15247,-12.49,199.51,234.65,72488299470,40930504364,7.907543,145.36,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PVHGT
NCQZD,piggy mercy bite,Utilities,128.1,97.57,8.88609,-17.96,172.29,430.51,61967559506,65724448309,3.28855,125.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NCQZD
LJNHN,twenty lucy scott,Information Technology,153.99,90.68,4.377216,5.03,264.9,396.72,35648133787,44728922679,6.053227,80.03,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LJNHN
DINYU,pita boat doga,Consumer Staples,108.35,27.11,8.242302,19.84,483.27,20,39045640928,26030096318,1.369,160.88,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DINYU
WMCFP,flue monkey linus,Industrials,38.04,-36.77,4.758165,3.54,418.22,467.68,90355768202,24007958627,5.249077,81.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WMCFP
RNFMD,jenner parsley lobo,Utilities,77.3,53.88,6.868692,-0.62,344.59,471.84,62589097999,15205619134,7.307095,17.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RNFMD
INQFJ,nail lizard cup,Information Technology,77.17,14.96,4.772795,-0.08,411.13,139.21,74141262939,38261836019,4.873519,89.14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INQFJ
LBNDY,kylie  dex rummikub,Real Estate,215.28,-27.61,6.845955,-13.92,41.73,106.34,23356308793,36075578809,4.225827,199.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LBNDY
XFPYT,tongue mother chips,Consumer Discretionary,135.62,159.13,5.309416,14.5,364.24,481.47,49028575060,27531540224,5.018552,20.23,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XFPYT
UTFJF,sculpture john  rajan,Information Technology,10.5,138.6,1.129352,-16.94,495.37,181.94,64876310620,76666257830,8.217729,92.84,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UTFJF
DMFQK,orange bite hobo,Health Care,44.11,40.68,6.814997,18.43,74.34,213.99,10547515499,4477129562,3.184819,62.88,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DMFQK
