Symbol,Name,Sector,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings
BMMYL,hong straw sculpture,Financials,139.18,91.19,5.953919,14.31,318.95,8.6,81612724133,42887104206,7.855371,155.37,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BMMYL
ZWNSX,jon men  sweat,Financials,142.42,196.21,2.455829,1.34,282.99,493.13,2204977447,61425120324,8.913122,82.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZWNSX
RRLAY,brown seattle  bread,Industrials,249.89,122.44,7.120543,-16.89,220.8,140.43,66198828874,6354723593,7.940132,114.44,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RRLAY
BDXZF,twenty vape monkey,Energy,253.85,146.48,4.713083,-2.76,324.48,237.8,64188979986,56008001460,4.533229,26.7,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BDXZF
JFVTM,dex water straw,Industrials,112,192.25,8.464722,-1.09,387.7,346.54,99009927512,77284144274,4.855336,22.28,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JFVTM
HJTNT,balm star chocolate,Health Care,127.77,-49.22,3.135626,15.16,50.75,215.4,91946664024,75306762851,8.417144,12.6,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HJTNT
SLGIH,snow money candle,Industrials,239.61,107.62,2.304053,15.06,36.16,341.63,2687764122,28768563667,6.133483,119.17,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SLGIH
JENGD,martsons daria basil,Real Estate,266,-19.69,3.384071,4.44,179.56,128.72,25225362553,46710484575,6.417479,64.29,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JENGD
GVKTG,fire water mother,Energy,23.04,157.87,5.928205,8.69,120.09,470.11,40170114942,48484818591,1.373848,38.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GVKTG
MYXBU,king chocolate yeast,Real Estate,214.5,3.92,7.324704,8.88,479.03,369.64,51252861212,90129604930,1.205204,101.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MYXBU
YVYXC,rick betty chuck,Industrials,275.6,83.09,5.302657,-11.06,201.62,466.27,71825702087,18151142949,1.85517,168.46,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=YVYXC
ILCTR,orange tuba doja,Materials,259.2,7.01,4.856858,14.43,54.78,149.03,7584560810,31630921698,2.454808,167.12,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ILCTR
KEQTZ,courtney kardashian dez,Information Technology,287.22,42.02,1.138718,5.7,219.8,90.13,80948497697,702249115,8.23969,75.44,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KEQTZ
NLWLJ,fire snoopy scott,Energy,249.55,71.48,7.714309,-2.29,394.53,461.75,46335259276,99660935143,3.771882,196.2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NLWLJ
LYQMQ,brown kite wheel,Information Technology,269.06,116.09,2.705953,-13.5,157.4,98.72,4265643216,24523754951,6.501387,138.1,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LYQMQ
ONSNB,blue  green  chloe,Energy,203.85,107.98,5.356916,3.09,2.55,406.17,59240329114,46757162234,6.941831,89.01,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ONSNB
RQDPS,one snoopy tuba,Consumer Discretionary,22.46,40.5,5.127452,1.21,289.12,313.03,84700164244,28310525498,1.578899,4.48,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RQDPS
FNGWW,brother sister purple,Consumer Discretionary,232.73,-35.76,4.94393,13.67,436.81,70.74,63648576953,10071992408,3.148572,58.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FNGWW
JZNMQ,vape father a&a,Health Care,295.86,83.76,7.743201,-14.52,467.68,105.4,22647247020,44105798981,5.462809,61.75,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JZNMQ
OYOFM,cup pajama wheel,Industrials,134.61,-41.28,1.16797,13.41,8.65,191.66,92505135521,9594327937,8.521888,180.5,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OYOFM
VYGIB,two pk khloe,Health Care,296.72,-49.81,2.231267,4.06,118.96,342.65,94962524954,68281272407,4.524402,173.61,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VYGIB
FPDYK,kong scott black,Information Technology,100.24,12.94,3.04018,-5.98,165.71,234.58,68128309590,44292764280,5.524605,94.5,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FPDYK
VZNQJ,flute jack  voks,Industrials,94.64,184.25,2.370019,-15.45,176.83,144.04,86080113261,99897764865,5.498425,99.87,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VZNQJ
HUPSQ,water mother kong,Materials,277.92,-11.26,5.762797,-11.65,499.38,353.22,54621894664,36708246562,2.585818,82.44,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HUPSQ
VIWXC,chuck male hunger,Consumer Discretionary,28.02,35,1.739896,-10.85,56.21,481.15,12795297741,68472820199,1.770034,143.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VIWXC
MFSNH,brother trish nun,Financials,114.32,182.02,1.586396,16.34,382.87,161.51,71791051393,66747783420,8.386337,61.62,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MFSNH
FMGEN,mite luke wawas,Health Care,6.75,142.71,5.76897,2.28,54.91,118.72,70545426851,92740931712,5.422562,5.2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FMGEN
KNFYZ,mazdarati kermit parsley,Industrials,198.34,170.88,2.75202,17.05,129.32,117.5,97014470889,51968201006,7.551801,16.96,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KNFYZ
TKJHH,trish king tuba,Health Care,112.35,70.82,7.35876,19.24,387.19,24.47,17946486670,42454233533,7.263578,77.48,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TKJHH
ORUQO,jackson publixes pk,Industrials,169.68,1.15,5.177216,-1.62,14.15,62.33,45126971808,21657584333,1.427843,48.2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ORUQO
GTGRV,yellow pita purple,Consumer Discretionary,283.98,110.5,8.800234,10.6,2.43,219.92,38621537070,62583273617,8.998818,16.21,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GTGRV
UQZTG,water cow candle,Industrials,195.77,147.95,1.967497,6.73,326.57,76.22,84266485947,8184564664,3.484713,137.74,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UQZTG
ZIRYO,issa wax dez,Information Technology,227.01,93.51,3.636682,-3,142.98,317.21,20839294540,46834161082,7.760302,133.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZIRYO
RPZUZ,car tuba tree,Industrials,56.96,-34.57,4.067868,-15.81,271.16,395.68,89588990678,73138143469,6.651092,68.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RPZUZ
WTLFS,wheel linus brown,Consumer Staples,120.33,75.36,1.503566,15.25,162.49,451.27,21773787387,32963337417,7.128766,91.4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WTLFS
UONHM,might male mouth,Consumer Staples,95.05,136.74,1.805593,-0.88,348.71,9.09,46689590472,96993486794,8.046929,40.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UONHM
JXYEV,cavitiy khloe sonic,Consumer Discretionary,256.57,-22.91,5.020302,17.32,119.51,168.55,21346025139,451116694,1.968593,97.46,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JXYEV
DXZHK,cat chocolate jenner,Industrials,139.49,169.97,7.359371,15.38,243.08,10.83,51791075321,66807613603,1.397447,156.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DXZHK
DWLHI,blue  jackson kong,Real Estate,195.96,56.37,5.739156,6.57,349,166,33570563512,74143796905,7.620197,117.24,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DWLHI
PBLGC,father a&a timothy,Utilities,189.01,81.48,3.252823,11.59,297.93,439.06,65888328654,86949494676,6.654673,51.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PBLGC
TWQAT,cat oboe elmo,Financials,126.06,45.86,2.754558,7.7,56.71,389.47,36793585259,15510040072,5.758761,184.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TWQAT
DZLCZ,monet male doga,Information Technology,29.66,172.11,1.784799,-7.17,483.11,109.23,58224480465,37193054563,7.084825,42.35,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DZLCZ
JZEEK,might cow doja,Real Estate,218.14,59.64,6.069024,5.58,272.36,212.29,25164085535,16302015969,1.323574,146.93,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JZEEK
GLJGU,percey men  kermit,Real Estate,212.59,126.33,4.582567,-5.07,193.94,377.86,25561358168,75413377288,6.98434,185.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GLJGU
IEAFQ,ally tongue cup,Information Technology,235.69,106.53,4.870709,1.96,118.72,155.95,30282713765,63882591218,2.925487,188.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IEAFQ
WONMA,chips martsons nose,Financials,189.85,48.62,6.894723,-2.8,78.08,12.1,46470783101,40482035182,2.698485,139.9,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WONMA
QPIWK,titanic green  jon,Financials,155.15,116.44,2.465859,2.77,360.12,67.54,75830083917,46989458843,7.087111,137.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QPIWK
CLGZR,vape lime  straw,Utilities,118.01,168.04,8.321543,-16.93,71.03,33.32,61706408342,39711897942,6.179131,187.9,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CLGZR
RSJUI,percey star bite,Industrials,43.83,5.49,7.310562,6.53,19.55,242.94,52907936165,81405952131,2.756154,182.38,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RSJUI
VDCVR,games trish wells,Real Estate,292.75,109.23,5.875905,-8.3,297.79,9.21,61022508585,53263255394,6.269701,72.03,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VDCVR
FFTGA,kardashian cavitiy anita,Industrials,102.97,84.26,4.414501,7.39,322.34,141.98,3224552486,15831867104,5.155686,55.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FFTGA
IQFFA,rasp seattle  betty,Information Technology,22.86,14.14,1.210243,0.32,75.93,174.48,33458998956,2599637699,8.147166,192.93,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IQFFA
QLGMB,courtney martsons sweat,Financials,105.77,120.17,2.860573,3.26,53.5,418.94,59452658953,89285388462,3.277058,61.63,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QLGMB
TKVWV,sculpture kim rosemary,Consumer Discretionary,260.97,143.44,5.087483,9.11,262.61,90.12,2003362336,22762173666,3.948817,106.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TKVWV
GZJYS,mamas brown sugar,Industrials,267.94,29.16,5.849084,17.8,460.83,317.57,47012744694,60317995444,5.892979,158.96,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GZJYS
GLSET,kardashian sculpture candle,Financials,80.49,81.8,2.016556,12.66,306.37,382.67,19333300351,3203600428,4.716363,183.05,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GLSET
LNLOM,ice trish spice,Financials,103.77,196,3.904757,9.38,331.18,45.14,93055833385,94157073702,5.843228,3.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LNLOM
RRFTV,lavendar cavitiy oboe,Financials,60.83,171.4,8.453792,-17.53,63.68,1.35,83875868270,19066782400,2.632693,105.1,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RRFTV
NBYND,ice blue  parsley,Consumer Discretionary,216.88,-37.56,6.01463,8.04,443.33,425.6,23744663110,90090042741,7.878747,67.37,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NBYND
PRFRC,mother mother jon,Materials,73.7,42.13,2.889881,12,284.29,17.13,99276738673,37798867164,2.980543,60.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PRFRC
MZSIH,cat ice lobotomy,Consumer Discretionary,249.63,118.5,3.770837,14.25,218.68,462.28,62783269555,21244349845,7.445423,78.28,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MZSIH
HYYLE,wheel kardashian lizard,Consumer Discretionary,191.62,196.81,2.828643,4.78,468.11,66.76,57858761565,73197365229,1.185815,20.14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HYYLE
OOPTH,car wells earring,Consumer Discretionary,7.59,165.89,4.146237,-6.54,79.13,363.4,62844696643,69062892966,7.731419,139.48,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OOPTH
EPPXS,money bottle  cow,Industrials,22.75,-8.25,8.879512,15.65,458.1,341.57,37655425503,93863245178,3.551098,140.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EPPXS
AVVQA,one yeast ice,Materials,92.92,106.24,8.520669,13.11,309.64,458.95,18195859730,15912995591,1.527896,148.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AVVQA
ZWZTM,lobo chips rummikub,Health Care,175.32,50.9,3.616927,10.3,386.13,134.47,20249284711,30024855477,4.82729,44.31,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZWZTM
DWRCD,mazdarati kardashian flue,Financials,49.88,69.78,3.99459,3.98,298.76,478.34,10846319867,55387902865,3.350925,130.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DWRCD
QUMYG,mother flute john ,Financials,12.07,174.97,8.897428,-10.13,123.18,443.86,13648638738,17845218038,4.333788,70.76,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QUMYG
GZKLF,wawas sweat pita,Consumer Staples,113.24,34.31,4.943135,-0.74,256.4,361.14,82749988341,39723114538,8.076784,172.11,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GZKLF
ZNDYD,green  rajan filling,Industrials,166.16,187.55,6.238889,14.37,374.44,210.1,66216802221,72372045808,5.207263,145.23,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZNDYD
UUIOD,cow kermit jon,Financials,61.5,137.15,6.56769,-4.66,196.53,320.2,62114279333,31168899651,8.218626,100.17,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UUIOD
NNWLX,truck boom brother,Consumer Staples,275.94,80.44,4.109438,-5.87,384.72,11.24,2507248808,91141393161,6.393392,164.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NNWLX
APAPW,yeast sugar ice,Consumer Staples,262.89,183.36,7.474219,2.96,299.92,10.79,73631841069,56267615828,3.63203,71.22,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APAPW
WGJZQ,uncle filling libwests,Energy,62.57,-47.44,3.911948,11.52,388.77,268.04,39873265685,75055983249,8.243507,155.84,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WGJZQ
DKNHY,mango  betty number,Materials,209.54,0.58,8.762958,-2.06,249.2,365.79,69014538924,80585653254,2.96932,10.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DKNHY
EKTRD,rose  cat star,Industrials,19.18,-12.49,6.93507,-18.42,262.74,475.46,38726880486,35509658784,2.274971,58.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EKTRD
RSLOX,snoopy mobbey piggy,Industrials,65.79,28.61,5.87167,-13.16,325.27,321.89,72874558175,9823045492,1.950793,126.65,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RSLOX
DFTGF,betty sonic travis,Information Technology,134.08,5.31,3.799995,-6.56,166.18,289.79,66022678804,95905392278,5.907093,8.18,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DFTGF
UPAYQ,cat wawas monopoly,Utilities,38.42,-41.04,4.374427,11.09,201.5,255.91,77591262741,33582456223,8.761295,157.53,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UPAYQ
MJHSI,mercy jon blueberries,Consumer Staples,80.19,75.55,1.521303,2,268.17,22.57,70448264036,72891473232,4.457533,17.1,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MJHSI
UXPGP,iceberg cat mite,Materials,250.79,138.04,3.85574,-13.6,75.03,472.35,44329141964,51560925123,1.958782,158.65,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UXPGP
MYCDR,ice lobo chocolate,Financials,117.91,171.39,3.346386,-13.72,466.88,320.28,19721775597,30448749748,7.345665,75.27,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MYCDR
YWEXE,balm remote jack ,Consumer Discretionary,16.27,107.24,5.005144,-7.06,85.64,496.6,26873977358,10719143166,8.802224,27.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=YWEXE
YWVRZ,computer oboe pajama,Consumer Discretionary,80.55,121.31,1.15124,-8.23,146.32,70.55,90425815747,14615851213,7.265181,129.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=YWVRZ
ALYXC,kylie  jackson rose ,Industrials,11.31,126.14,1.371862,11.73,179.52,317.45,72413341966,52711225554,4.014069,159.23,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALYXC
VAFZT,kermit rosemary green ,Real Estate,147.8,56.16,7.67187,-7.64,348.76,61.26,74931192219,35204766542,4.068507,13.81,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VAFZT
FAGBB,emo flue iceberg,Consumer Discretionary,224.88,136.4,5.240642,17.86,467.36,111.12,73391716464,9766545512,2.142495,87.19,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FAGBB
RCZRB,flute tuba neyaa,Financials,138.15,96.69,8.734591,-19.25,203.03,463.34,93994478516,42405139434,7.457108,169.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RCZRB
OEYSM,jackson remote yeet,Health Care,252.61,190.88,4.364784,-5.09,451.21,99.92,88591696531,34235800956,2.015954,11.95,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OEYSM
UXCIE,timothy rasp nose,Information Technology,273.97,75.41,4.367208,-16.64,318.84,37.65,70271932425,22168630911,1.478709,99.18,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UXCIE
PYQUT,boom cow tuba,Real Estate,105,162.99,4.802782,11.26,24.97,364.53,26098197244,60703770368,6.73251,37.14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PYQUT
UMDDV,wax flute aunt,Industrials,30.87,116.29,4.272247,16.8,164.36,407.33,14405376031,98081734185,3.17729,170.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UMDDV
WBKGY,wawas pita ben,Financials,171.56,65.34,4.606301,2.26,275.25,417.14,57824201902,33760447798,8.708836,29.61,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WBKGY
SXGMI,ben rick sweat,Consumer Discretionary,1.57,121.73,7.0876,-1.72,192.1,472.67,1104973232,92153264849,2.910563,68.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SXGMI
WAXPQ,fire trish issa,Consumer Staples,260.02,-38.15,5.982412,-13.85,134.79,118.93,73268238827,6110536384,5.897159,128.46,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WAXPQ
FLGLD,kermit nail piggy,Information Technology,12.21,158.16,7.266234,-12.54,271.87,481.72,66825719316,86473399905,7.188447,2.12,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FLGLD
QSREY,sister ally boom,Information Technology,245.82,78.54,2.030859,-19.84,21.96,338.28,33460391561,26792469244,1.527248,73.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QSREY
UJOFG,timotee rosemary mango ,Consumer Discretionary,41.83,137.96,8.473628,16.79,74.5,400.51,54666416566,84233674264,2.735311,78.46,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UJOFG
MMKYQ,men  lime  fart,Health Care,52.88,109.23,1.417405,14.78,416.62,68.13,84817003965,72871428106,2.374554,165.64,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMKYQ
TRYSJ,basil dez issa,Consumer Discretionary,180,113.79,4.917673,-13.72,47.3,265.62,56296134554,85391065984,1.515103,106.26,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TRYSJ
GJXYL,parsley truck snoopy,Industrials,163.51,66.56,4.296107,6.49,390.12,333.25,93347271057,10966239527,4.790474,99.67,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GJXYL
JXNMB,nail lavendar hunger,Financials,284.62,-20.89,1.230289,-3.41,377.57,446.91,18737943508,42595948461,6.840626,136.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JXNMB
VLUJI,snow jackson filling,Real Estate,149.02,-9.77,4.281042,9.04,196.11,197.79,4257465416,32998214254,4.382319,151.84,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VLUJI
HVADY,piggy parsley sister,Real Estate,123.7,58.99,3.230046,3.63,179.3,194.77,23859528326,41829026475,7.311487,86.6,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HVADY
RIQDB,cow mite music,Industrials,280.17,-32.26,1.335708,-6.01,149.72,429.81,27151466518,7872256751,7.15895,57.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RIQDB
MPZRY,yeast kardashian jenner,Industrials,131.08,167.12,6.613625,-11.77,251,344.58,6169898389,13317586287,8.318788,196.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MPZRY
ZQCLS,roll kim water,Information Technology,239.93,148.88,1.303294,11.96,295.32,470.5,75725587068,3399590550,3.68545,2.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZQCLS
ZTFAC,martsons tuba lime ,Financials,134.92,176.63,4.329023,10.61,66.98,141.21,76780197146,94944925386,5.560104,143.19,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZTFAC
JZEBO,mango  number jackson,Financials,201.34,175.6,4.946555,7.35,328.63,112.29,64442542021,87019863348,2.233305,168.84,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JZEBO
